256, 0.28915163426038276
512, 0.3013155938795849
1024, 0.2978822125224498
2048, 0.29761087064295455
4096, 0.2998472308557159
8192, 0.3032826780511603
16384, 0.3034634962811875
32768, 0.3091223016877388
65536, 0.30634718532154953
131072, 0.3039010785590089
262144, 0.30481808227084556
524288, 0.30873394594177483
1048576, 0.30741711559145735
2097152, 0.3120991013516594
4194304, 0.3056705808653544
8388608, 0.3139850429899338
16777216, 0.35205531984452976
100, 0.4437800999994579
100, 0.3925265000134459
1000, 0.34276694800018964
