1024, 17.807300
2048, 16.408100
4096, 16.281300
8192, 16.281500
16384, 26.828200
32768, 16.428200
65536, 16.342200
131072, 17.843300
262144, 20.940900
524288, 33.015600
1048576, 47.933700
2097152, 102.584900
4194304, 53.688800
8388608, 73.975700
16777216, 115.468300
33554432, 85.015600
67108864, 153.926600
134217728, 84.937000
268435456, 88.431700
536870912, 71.363900
1024, 17.801500
2048, 17.266000
4096, 22.044000
8192, 22.292100
16384, 85.540800
32768, 26.343500
65536, 18.300600
131072, 18.632700
262144, 27.450700
524288, 26.316200
1048576, 38.538100
2097152, 57.078000
4194304, 67.008900
8388608, 66.101600
16777216, 63.904600
33554432, 94.918700
67108864, 85.665000
134217728, 69.284200
268435456, 96.498300
536870912, 69.438400
1024, 23.168400
2048, 29.186300
4096, 23.488700
8192, 22.403900
16384, 17.259500
32768, 17.276300
65536, 17.723800
131072, 17.775900
262144, 26.347200
524288, 409.514600
1048576, 68.124300
2097152, 68.190600
4194304, 53.961600
8388608, 67.178000
16777216, 61.765800
33554432, 79.073900
67108864, 69.330500
134217728, 92.171100
268435456, 92.759000
536870912, 101.759000
1024, 17.259000
2048, 17.264100
4096, 22.514500
8192, 42.702700
16384, 24.233800
32768, 46.398700
65536, 17.898900
131072, 20.865000
262144, 37.542500
524288, 24.279000
1048576, 42.977700
2097152, 49.152900
4194304, 54.516200
8388608, 58.422000
16777216, 61.080300
33554432, 65.020200
67108864, 70.884900
134217728, 86.522400
268435456, 69.817200
536870912, 101.354100
1024, 17.811400
2048, 17.796200
4096, 17.627500
8192, 58.419900
16384, 17.284100
32768, 17.240200
65536, 17.344900
131072, 18.269900
262144, 22.156200
524288, 29.069400
1048576, 79.019400
2097152, 74.937300
4194304, 64.617300
8388608, 70.006900
16777216, 93.844400
33554432, 91.666200
67108864, 116.627300
134217728, 92.194500
268435456, 122.206400
536870912, 96.700500
1024, 17.802400
2048, 17.794500
4096, 17.809600
8192, 22.248100
16384, 23.735600
32768, 17.363000
65536, 17.450200
131072, 36.381300
262144, 37.744500
524288, 28.210700
1048576, 57.869300
2097152, 56.147000
4194304, 56.822300
8388608, 68.040100
16777216, 74.702900
33554432, 101.836300
67108864, 97.685800
134217728, 73.041100
268435456, 78.225700
536870912, 72.687600
1024, 17.751000
2048, 17.749100
4096, 97.934700
8192, 30.149300
16384, 17.316400
32768, 17.295400
65536, 33.658400
131072, 23.048500
262144, 27.810900
524288, 35.365800
1048576, 42.488100
2097152, 64.477800
4194304, 61.265600
8388608, 91.985400
16777216, 74.847200
33554432, 79.778200
67108864, 68.968500
134217728, 72.593100
268435456, 86.428800
536870912, 107.338200
1024, 17.799200
2048, 17.796700
4096, 20.270300
8192, 24.336400
16384, 191.909000
32768, 17.276400
65536, 17.431500
131072, 21.220900
262144, 21.768400
524288, 34.445400
1048576, 56.504500
2097152, 66.123200
4194304, 57.590100
8388608, 71.616700
16777216, 62.108600
33554432, 66.005000
67108864, 68.370700
134217728, 88.140600
268435456, 109.742300
536870912, 69.811000
1024, 17.794800
2048, 17.805300
4096, 16.276200
8192, 34.919200
16384, 21.171500
32768, 16.321600
65536, 17.782100
131072, 20.738500
262144, 24.269500
524288, 70.830300
1048576, 51.156200
2097152, 59.546000
4194304, 63.568100
8388608, 83.700600
16777216, 77.521800
33554432, 91.896800
67108864, 69.313000
134217728, 88.479900
268435456, 88.131400
536870912, 84.459300
1024, 18.320900
2048, 17.747900
4096, 17.808200
8192, 22.898900
16384, 71.140100
32768, 17.420200
65536, 17.319000
131072, 28.655100
262144, 26.227700
524288, 519.070400
1048576, 42.870200
2097152, 49.629700
4194304, 67.740200
8388608, 59.403900
16777216, 62.442200
33554432, 81.100000
67108864, 145.689200
134217728, 87.234600
268435456, 85.663400
536870912, 100.283900
