1024, 22.136100
2048, 17.749900
4096, 16.274200
8192, 16.284900
16384, 17.430200
32768, 18.501500
65536, 183.354000
131072, 30.603000
262144, 46.300700
524288, 34.685600
1048576, 42.912800
2097152, 43.618500
4194304, 41.380300
8388608, 48.383400
16777216, 56.471000
33554432, 80.403100
67108864, 74.528400
1024, 16.283300
2048, 16.280600
4096, 19.076700
8192, 16.282600
16384, 16.281000
32768, 16.516700
65536, 16.354500
131072, 17.869600
262144, 54.271200
524288, 52.030700
1048576, 35.072900
2097152, 39.615000
4194304, 46.193500
8388608, 100.993300
16777216, 61.168000
33554432, 80.278300
67108864, 71.146600
1024, 16.280300
2048, 17.073000
4096, 16.276400
8192, 17.266500
16384, 16.524500
32768, 16.297200
65536, 16.348900
131072, 17.932500
262144, 28.664500
524288, 34.920800
1048576, 53.402200
2097152, 39.604600
4194304, 42.924000
8388608, 55.858700
16777216, 58.483100
33554432, 78.089800
67108864, 107.581900
1024, 33.509000
2048, 16.271200
4096, 18.231700
8192, 16.277600
16384, 21.381600
32768, 23.250700
65536, 23.045900
131072, 25.148200
262144, 22.794900
524288, 127.838400
1048576, 94.950700
2097152, 39.886000
4194304, 44.479200
8388608, 49.748400
16777216, 61.692300
33554432, 90.046500
67108864, 130.690400
1024, 16.244300
2048, 16.222400
4096, 17.263700
8192, 20.456900
16384, 16.279500
32768, 16.292900
65536, 16.409900
131072, 17.985600
262144, 19.041800
524288, 80.411800
1048576, 36.517200
2097152, 40.065800
4194304, 43.393200
8388608, 49.913500
16777216, 73.914900
33554432, 80.603500
67108864, 74.062500
1024, 16.262700
2048, 16.229700
4096, 16.266800
8192, 52.170500
16384, 21.267800
32768, 16.315400
65536, 17.879100
131072, 32.803300
262144, 19.843200
524288, 67.884000
1048576, 45.690200
2097152, 37.793200
4194304, 53.835800
8388608, 49.391400
16777216, 60.955700
33554432, 67.060800
67108864, 74.681200
1024, 16.286100
2048, 16.888000
4096, 16.277300
8192, 16.277100
16384, 16.282900
32768, 17.198800
65536, 26.940000
131072, 17.040400
262144, 151.429700
524288, 50.129000
1048576, 43.527700
2097152, 60.029300
4194304, 46.351900
8388608, 45.777600
16777216, 115.588600
33554432, 79.070300
67108864, 89.023300
1024, 16.275100
2048, 16.277000
4096, 16.228900
8192, 16.277800
16384, 16.290000
32768, 16.306100
65536, 16.307000
131072, 46.466000
262144, 54.038700
524288, 64.114400
1048576, 43.190100
2097152, 83.321300
4194304, 98.424300
8388608, 71.849700
16777216, 73.993900
33554432, 66.180600
67108864, 72.790900
1024, 16.228500
2048, 16.275900
4096, 16.278000
8192, 16.270800
16384, 16.283100
32768, 16.290500
65536, 16.387300
131072, 24.623100
262144, 265.339700
524288, 45.619400
1048576, 121.289600
2097152, 61.147900
4194304, 60.205300
8388608, 64.080600
16777216, 62.051400
33554432, 67.248800
67108864, 90.093500
1024, 16.282500
2048, 16.271600
4096, 16.274100
8192, 16.553100
16384, 16.278500
32768, 22.221900
65536, 25.399900
131072, 38.415500
262144, 24.515800
524288, 27.629200
1048576, 57.509300
2097152, 52.220800
4194304, 53.389300
8388608, 47.724300
16777216, 59.509100
33554432, 89.220700
67108864, 73.076300
