733, 1.36288
1557, 0.641859
3152, 0.317171
5402, 0.185108
11166, 0.0895529
23905, 0.041831
47392, 0.0211005
56214, 0.0177891
60994, 0.0163948
66024, 0.0151458
65071, 0.0153677
