256, 0.006879
512, 0.006648
1024, 0.006634
2048, 0.006537
4096, 0.006730
8192, 0.007113
16384, 0.007870
32768, 0.007778
65536, 0.008311
131072, 0.009886
262144, 0.010320
524288, 0.010069
1048576, 0.010031
2097152, 0.010086
4194304, 0.010065
8388608, 0.010064
16777216, 0.010178
